Train_Number,Train_Name,Start_Station,Start_Code,Destination_Station,Destination_Code,Departure,Arrival
851,Ypr Premium Special,Bhubaneswar,BBS,Yesvantpur Junction,YPR,01:48,14:19
,,,,,,,
9027,Bdts Adi Special,Bandra Terminus,BDTS,Ahmedabad Junction,ADI,07:59,12:00
19143,Lok Shakti Express,Bandra Terminus,BDTS,Ahmedabad Junction,ADI,04:43,04:37
22927,Lok Shakti Express,Bandra Terminus,BDTS,Ahmedabad Junction,ADI,22:13,16:18
9642,Bdts Aii Special,Bandra Terminus,BDTS,Ajmer Junction,AII,19:02,21:10
12995,Bdts Aii Udz Express,Bandra Terminus,BDTS,Ajmer Junction,AII,14:09,07:49
9620,Bdts Aii Urs Special,Bandra Terminus,BDTS,Ajmer Junction,AII,06:23,06:09
19065,Bdts Bgkt Express,Bandra Terminus,BDTS,Bhagat Ki Kothi,BGKT,08:58,10:22
19115,Bdts Bhuj Express,Bandra Terminus,BDTS,Bhuj,BHUJ,08:44,10:52
22903,Bhuj Ac S F Express,Bandra Terminus,BDTS,Bhuj,BHUJ,22:48,12:24
19131,Kutch Express,Bandra Terminus,BDTS,Bhuj,BHUJ,15:57,17:25
9023,Bdts Bikaner Special,Bandra Terminus,BDTS,Bikaner Junction,BKN,01:25,14:19
22474,Bdts Bkn Superfast Express,Bandra Terminus,BDTS,Bikaner Junction,BKN,12:31,23:13
14708,Ranakpur Express,Bandra Terminus,BDTS,Bikaner Junction,BKN,21:33,18:34
19203,Bdts Bvc Express,Bandra Terminus,BDTS,Bhavnagar Trmus,BVC,04:50,02:07
9231,Bdts Bvc Special,Bandra Terminus,BDTS,Bhavnagar Trmus,BVC,03:06,23:09
12971,Bhavnagar Express,Bandra Terminus,BDTS,Bhavnagar Trmus,BVC,05:03,16:05
4511,Cdg Superfast Special,Bandra Terminus,BDTS,Chandigarh Junction,CDG,14:46,06:41
22451,Cdg Superfast Fast,Bandra Terminus,BDTS,Chandigarh Junction,CDG,16:45,05:10
22444,Bdts Kanpur Express,Bandra Terminus,BDTS,Kanpur Central,CNB,15:22,11:35
19019,Dehradun Express,Bandra Terminus,BDTS,Dehradun,DDN,12:15,03:53
19029,Bdts Dee Express,Bandra Terminus,BDTS,Delhi S Rohilla,DEE,13:43,10:58
12216,Dee Garibrath,Bandra Terminus,BDTS,Delhi S Rohilla,DEE,01:45,04:19
19037,Avadh Express,Bandra Terminus,BDTS,Gorakhpur Junction,GKP,23:04,09:03
5034,Bdts Gkp Special,Bandra Terminus,BDTS,Gorakhpur Junction,GKP,16:16,23:25
2534,Bdts Gkp Superfast Special,Bandra Terminus,BDTS,Gorakhpur Junction,GKP,04:18,19:00
1654,Bdts Hbj Special,Bandra Terminus,BDTS,Habibganj,HBG,23:33,18:41
22915,Bdts Hsr Superfast Express,Bandra Terminus,BDTS,Hisar,HSR,23:30,12:07
2915,Bdts Hsr Superfast Express,Bandra Terminus,BDTS,Hisar,HSR,07:36,14:08
22917,Haridwar Express,Bandra Terminus,BDTS,Haridwar Junction,HW,11:37,07:06
9301,Bdts Indb Superfast Special,Bandra Terminus,BDTS,Indore Junction Bg,INDB,10:48,05:05
9029,Bdts Indore Special,Bandra Terminus,BDTS,Indore Junction Bg,INDB,19:21,09:26
19017,Sau Janata Express,Bandra Terminus,BDTS,Jamnagar,JAM,07:25,20:08
12471,Swaraj Express,Bandra Terminus,BDTS,Jammu Tawi,JAT,05:18,06:11
19027,Vivek Express,Bandra Terminus,BDTS,Jammu Tawi,JAT,21:29,01:06
11104,Bdts Jhansi Express,Bandra Terminus,BDTS,Jhansi Junction,JHS,03:04,13:20
19707,Aravali Express,Bandra Terminus,BDTS,Jaipur,JP,09:40,18:50
22933,Bdts Jp Superfast Express,Bandra Terminus,BDTS,Jaipur,JP,10:21,19:24
9732,Bdts Jp Special,Bandra Terminus,BDTS,Jaipur,JP,21:31,14:00
9033,Bdts Jp Special,Bandra Terminus,BDTS,Jaipur,JP,21:44,23:36
9043,Jaipur Premium,Bandra Terminus,BDTS,Jaipur,JP,21:08,03:59
9047,Jaipur Special,Bandra Terminus,BDTS,Jaipur,JP,23:43,20:37
9025,Jaipur Special,Bandra Terminus,BDTS,Jaipur,JP,10:52,03:15
12979,Jaipur Superfast Fast,Bandra Terminus,BDTS,Jaipur,JP,06:29,21:15
19063,Bdts Jsm Express,Bandra Terminus,BDTS,Jaisalmer,JSM,19:04,06:49
9063,Bdts Jsm Express,Bandra Terminus,BDTS,Jaisalmer,JSM,21:45,02:14
22931,Bdts Jsm Express,Bandra Terminus,BDTS,Jaisalmer,JSM,18:23,22:42
9045,Bdts Jsm Special,Bandra Terminus,BDTS,Jaisalmer,JSM,12:00,09:39
12480,Suryanagari Express,Bandra Terminus,BDTS,Jodhpur Junction,JU,05:49,08:53
9019,Bdts Ju Special,Bandra Terminus,BDTS,Jodhpur Junction,JU,19:25,23:44
12925,Paschim Express,Bandra Terminus,BDTS,Kalka,KRBA,23:10,08:42
19021,Bdts Ljn Express,Bandra Terminus,BDTS,Lucknow Ne,LNJ,14:17,21:40
9013,Lucknow Premium,Bandra Terminus,BDTS,Lucknow Ne,LNJ,04:34,13:08
9009,Bdts Madgaon Special,Bandra Terminus,BDTS,Madgaon,MAO,08:22,14:50
19039,Avadh Express,Bandra Terminus,BDTS,Muzaffarpur Junction,MFP,22:11,07:20
22935,Bdts Pit Superfast Express,Bandra Terminus,BDTS,Mumbai Central,MMCT,10:07,17:35
12247,Bdts Nzm Yuva E,Bandra Terminus,BDTS,Hazrat Nizamuddin,NZM,15:43,05:49
12907,Bdts Sampark K Express,Bandra Terminus,BDTS,Hazrat Nizamuddin,NZM,07:30,18:59
12909,Nzm Garib Rath,Bandra Terminus,BDTS,Hazrat Nizamuddin,NZM,00:33,18:17
9561,Bdts Okha Special,Bandra Terminus,BDTS,Okha,OKHA,19:21,00:18
19049,Bdts Patna Express,Bandra Terminus,BDTS,Patna Junction,PNBE,16:41,04:55
9011,Bdts Pnbe Special,Bandra Terminus,BDTS,Patna Junction,PNBE,04:18,06:33
9061,Bdts Rmr Express,Bandra Terminus,BDTS,Ramnagar,RMR,21:19,16:17
12935,Bdts ST Express,Bandra Terminus,BDTS,SURAT,ST,01:34,14:47
9021,Katra Premium,Bandra Terminus,BDTS,Shmata V D Ktra,SVDK,12:58,23:16
22901,Udz Super Fast,Bandra Terminus,BDTS,Udaipur City,UDZ,23:26,19:59
,,,,,,,
14311,Ala Hazrat Express,Bareilly,BE,Bhuj,BHUJ,20:09,01:15
14321,Be Bhuj Express,Bareilly,BE,Bhuj,BHUJ,21:51,06:37
14370,Triveni Express,Bareilly,BE,Barwadih Junction,BRWD,15:33,13:23
24370,Triveni Express,Bareilly,BE,Barwadih Junction,BRWD,20:52,07:01
14236,Be Bsb Express,Bareilly,BE,Varanasi Junction,BSB,02:39,18:16
14555,Bareilly Dli Express,Bareilly,BE,Delhi,DLI,01:17,10:44
54077,Be Dli Psngr,Bareilly,BE,Delhi,DLI,01:08,21:36
14320,Be Indb Express,Bareilly,BE,Indore Junction Bg,INDB,16:49,16:36
4314,Be Kota Special,Bareilly,BE,Kota Junction,KOTA,02:03,01:47
14314,Be Ltt Express,Bareilly,BE,Lokmanyatilak T,LTT,00:05,00:34
14315,Intercity Express,Bareilly,BE,New Delhi,NDLS,13:19,14:19
14308,Be Lko Ald Passenger,Bareilly,BE,Prayag,PRG,02:02,19:10
,,,,,,,
14803,Bgkt Adi Express,Bhagat Ki Kothi,BGKT,Ahmedabad Junction,ADI,21:40,23:35
4803,Bgkt Adi Special,Bhagat Ki Kothi,BGKT,Ahmedabad Junction,ADI,14:15,21:38
19066,Bgkt Bdts Express,Bhagat Ki Kothi,BGKT,Bandra Terminus,BDTS,00:48,19:31
18244,Bgkt Bsp Express,Bhagat Ki Kothi,BGKT,Bilaspur Junction,BSP,23:47,22:52
8244,Bgkt Bsp Special,Bhagat Ki Kothi,BGKT,Bilaspur Junction,BSP,00:08,13:59
15623,Bgkt Kyq Express,Bhagat Ki Kothi,BGKT,Kamakhya,KYQ,06:08,20:02
5623,Bgkt Kyq Special,Bhagat Ki Kothi,BGKT,Kamakhya,KYQ,11:10,02:35
14889,Ju Mbf Link Express,Bhagat Ki Kothi,BGKT,Munabao,MBF,23:39,01:07
16863,Bgkt Mq Express,Bhagat Ki Kothi,BGKT,Mannargudi,MQ,22:29,12:19
11089,Bgktpune Express,Bhagat Ki Kothi,BGKT,Pune Junction,PUNE,01:41,16:45
16533,Bgkt Sbc Express,Bhagat Ki Kothi,BGKT,Bangalore Cy Junction,SBC,16:46,04:01
16507,Bgkt Sbcexp,Bhagat Ki Kothi,BGKT,Bangalore Cy Junction,SBC,12:40,20:06
18574,Bgkt Vskp Express,Bhagat Ki Kothi,BGKT,Vishakapatnam,VSKP,15:12,13:11
,,,,,,,
13423,Bgp Aii Express,Bhagalpur,BGP,Ajmer Junction,AII,18:59,11:01
22405,Bgp Garib Rath,Bhagalpur,BGP,Anand Vihar Terminal,ANVT,09:40,03:37
12367,Vikramshila Express,Bhagalpur,BGP,Anand Vihar Terminal,ANVT,06:23,13:40
3453,Bgp Gkp Special,Bhagalpur,BGP,Gorakhpur Junction,GKP,21:03,00:06
15097,Amarnath Express,Bhagalpur,BGP,Jammu Tawi,JAT,13:00,04:58
13401,Intercity Express,Bhagalpur,BGP,Danapur Junction,KMB,15:54,00:06
12335,Bgp Ltt Express,Bhagalpur,BGP,Lokmanyatilak T,LTT,12:46,22:22
13419,Janasewa Express,Bhagalpur,BGP,Muzaffarpur Junction,MPF,21:54,10:22
12349,Bgp Ndls Express,Bhagalpur,BGP,New Delhi,NDLS,21:17,19:52
3435,Bgp Pnbe Special,Bhagalpur,BGP,Patna Junction,PNBE,13:29,11:45
18604,Bgp Rnc Express,Bhagalpur,BGP,Ranchi,RNC,00:31,06:13
13404,Vananchal Express,Bhagalpur,BGP,Ranchi,RNC,13:03,00:04
19048,Bgp ST Express,Bhagalpur,BGP,SURAT,ST,16:01,08:54
8104,Bgp Tata Special,Bhagalpur,BGP,Tatanagar Junction,TATA,18:18,00:55
12254,Anga Express,Bhagalpur,BGP,Yesvantpur Junction,YPR,13:04,16:08
,,,,,,,
2904,Bdts Ac S F Express,Bhuj,BHUJ,Bandra Terminus,BDTS,13:01,21:03
22904,Bdts Ac S F Express,Bhuj,BHUJ,Bandra Terminus,BDTS,22:49,04:40
19116,Bhuj Bdts Express,Bhuj,BHUJ,Bandra Terminus,BDTS,04:56,19:40
9024,Bhuj Bdts Special,Bhuj,BHUJ,Bandra Terminus,BDTS,17:25,11:14
19132,Kutch Express,Bhuj,BHUJ,Bandra Terminus,BDTS,14:00,21:03
9458,Bhuj Brc Special,Bhuj,BHUJ,Vadodara Junction,BRC,08:52,10:51
14312,Ala Hazrat Express,Bhuj,BHUJ,Bareilly,BRY,23:34,06:44
14322,Bareilly Express,Bhuj,BHUJ,Bareilly,BRY,17:33,11:59
12960,Bhuj Dadar Western Express,Bhuj,BHUJ,Dadar Western,DDR,14:13,01:57
11091,Bhuj Pune Express,Bhuj,BHUJ,Pune Junction,PUNE,07:55,14:43
22829,Bhuj Shm Express,Bhuj,BHUJ,Shalimar,SHM,19:02,17:39
,,,,,,,
5285,Bju Aii Urs Special,Barauni Junction,BJU,Ajmer Junction,AII,07:12,21:38
12521,Rapti Sagar Express,Barauni Junction,BJU,Eranakulam Junction,ERS,02:38,17:36
15231,Bju Gondia Express,Barauni Junction,BJU,Gondia Junction,G,11:50,08:18
11123,Bju Gwl Mail,Barauni Junction,BJU,Gwalior,GWL,05:01,16:54
15203,Bju Ljn Express,Barauni Junction,BJU,Lucknow Ne,LNJ,17:44,03:24
5231,Bju Mfp Special,Barauni Junction,BJU,Muzaffarpur Junction,MFP,18:21,06:52
4021,Bju Ndls Premiu,Barauni Junction,BJU,New Delhi,NDLS,23:53,07:45
12553,Vaishali Express,Barauni Junction,BJU,New Delhi,NDLS,19:14,02:36
,,,,,,,
22473,Bkn Bdts Superfast Express,Bikaner Junction,BKN,Bandra Terminus,BDTS,07:55,06:46
9008,Bkn Bdts Special,Bikaner Junction,BKN,Bandra Terminus,BDTS,18:00,23:13
14707,Ranakpur Express,Bikaner Junction,BKN,Bandra Terminus,BDTS,13:16,19:10
4737,Bkn Bl Special,Bikaner Junction,BKN,Valsad,BL,20:26,22:06
18246,Bkn Bsp Express,Bikaner Junction,BKN,Bilaspur Junction,BSP,19:31,04:29
8246,Bkn Bsp Special,Bikaner Junction,BKN,Bilaspur Junction,BSP,17:15,16:58
22475,Bkn Cbe Ac S F,Bikaner Junction,BKN,Coimbatore Junction,CBE,13:58,12:47
12489,Bkn Ddr Superfast Express,Bikaner Junction,BKN,Dadar Western,DDR,09:31,03:51
12458,Bkn Dee S F Express,Bikaner Junction,BKN,Delhi S Rohilla,DEE,13:03,23:55
12456,Bkn Dee Superfast Express,Bikaner Junction,BKN,Delhi S Rohilla,DEE,11:33,01:05
22471,Dee Intercity,Bikaner Junction,BKN,Delhi S Rohilla,DEE,05:37,07:16
22464,Rjsthn S Kranti,Bikaner Junction,BKN,Delhi S Rohilla,DEE,22:21,16:11
25631,Bkn Ghy Express,Bikaner Junction,BKN,Guwahati,GHY,02:53,10:36
4735,Bkn Hw Special,Bikaner Junction,BKN,Haridwar Junction,HW,21:39,13:14
22308,Bkn Hwh Supfast,Bikaner Junction,BKN,Howrah Junction,HWH,22:34,07:52
12467,Bkn Jp Intercity,Bikaner Junction,BKN,Jaipur,JP,02:35,09:10
14702,Bkn Jsm Express,Bikaner Junction,BKN,Jaisalmer,JSM,11:58,00:22
16311,Bkn Kcvl Express,Bikaner Junction,BKN,Kochuveli,KCVL,14:17,13:59
12495,Bkn Koaa Superfast Express,Bikaner Junction,BKN,Kolkata,KOAA,00:53,10:48
22632,Bkn Mas Ac Superfast,Bikaner Junction,BKN,Chennai Central,MAS,07:43,18:21
6014,Bkn Ms Special,Bikaner Junction,BKN,Chennai Egmore,MS,12:01,13:08
17624,Bkn Ned Express,Bikaner Junction,BKN,Nanded,NED,00:38,01:02
7038,Bkn Ned Special,Bikaner Junction,BKN,Nanded,NED,13:54,20:09
4739,Bkn Puri REWAug,Bikaner Junction,BKN,Puri,PURI,20:13,06:13
14709,Bkn Puri Express,Bikaner Junction,BKN,Puri,PURI,01:03,23:53
17038,Bkn Sc Express,Bikaner Junction,BKN,Secunderabad Junction,SC,13:53,20:53
4732,Bkn Sgnr Special,Bikaner Junction,BKN,Shri Ganganagar,SGNR,19:29,01:41
4701,Bkn Udn Special,Bikaner Junction,BKN,Udhna Junction,UDN,04:14,19:20
16588,Bkn Ypr Express,Bikaner Junction,BKN,Yesvantpur Junction,YPR,19:46,00:09
2692,Bkn Ypr Premium,Bikaner Junction,BKN,Yesvantpur Junction,YPR,12:13,16:40
6588,Bkn Ypr Special,Bikaner Junction,BKN,Yesvantpur Junction,YPR,12:03,14:28
,,,,,,,
19033,Gujarat Queen,Valsad,BL,Ahmedabad Junction,ADI,17:17,14:14
19109,Gujarat Queen,Valsad,BL,Ahmedabad Junction,ADI,03:47,21:54
4738,Bl Bkn Ac Special,Valsad,BL,Bikaner Junction,BKN,07:50,15:53
9057,Bl Vadodara Special,Valsad,BL,Vadodara Junction,BRC,02:40,04:21
12943,Udyogkarmi Express,Valsad,BL,Kanpur Central,CNB,11:54,06:51
12911,Bl Haridwar Express,Valsad,BL,Haridwar Junction,HW,05:14,21:22
9053,Bl Jodhpur Special,Valsad,BL,Jodhpur Junction,JU,14:20,03:23
19055,Bl Jodhpur Express,Valsad,BL,Jodhpur Junction,JU,21:35,07:27
19051,Shramik Express,Valsad,BL,Muzaffarpur Junction,MPF,09:06,05:25
22909,Bl Puri S F Express,Valsad,BL,Puri,PURI,22:20,03:44
12583,Bl Puri S F Express,Valsad,BL,Puri,PURI,05:42,02:12
,,,,,,,
18235,Bilaspur Express Passenger,Bhopal Junction,BPL,Chirmiri,CHRM,16:45,16:37
12854,Amarkantak Express,Bhopal Junction,BPL,Durg,DURG,10:47,18:53
12197,Gwl Intercity,Bhopal Junction,BPL,Gwalior,GWL,06:06,10:37
13026,Bpl Howrah Express,Bhopal Junction,BPL,Howrah Junction,HWH,12:46,20:55
59390,Bpl Indb Passenger,Bhopal Junction,BPL,Indore Junction Bg,INDB,05:09,04:26
22185,Ind Double Deck,Bhopal Junction,BPL,Indore Junction Bg,INDB,00:25,08:40
19712,Bpl Jaipur Express,Bhopal Junction,BPL,Jaipur,JP,10:23,07:11
54811,Bpl Ju Passenger,Bhopal Junction,BPL,Jodhpur Junction,JU,07:24,20:43
7620,Bpl Kranti Special,Bhopal Junction,BPL,Kurnool Town,KRNT,04:52,11:12
1683,Bpl Ljn Special,Bhopal Junction,BPL,Lucknow Ne,LNJ,05:27,18:50
12594,Ljn Garib Rath,Bhopal Junction,BPL,Lucknow Ne,LNJ,06:41,08:52
12183,Bpl Pbh Superfast Express,Bhopal Junction,BPL,Partapgarh Junction,PBH,03:56,03:08
22161,Rajya Rani Express,Bhopal Junction,BPL,Damoh,RANIH,17:07,16:08
2183,Bpl Rewa Superfast Special,Bhopal Junction,BPL,Rewa,REWA,11:47,05:29
,,,,,,,
19129,Brc Adi Intercity,Vadodara Junction,BRC,Ahmedabad Junction,ADI,15:58,11:32
9457,Brc Bhuj Special,Vadodara Junction,BRC,Bhuj,BHUJ,10:20,20:11
12928,Vadodara Express,Vadodara Junction,BRC,Mumbai Central,MMTC,15:49,21:47
9567,Rajkot Superfast Special,Vadodara Junction,BRC,Rajkot,RJT,17:29,13:36
,,,,,,,
19408,Bsb Adi Express,Varanasi Junction,BSB,Ahmedabad Junction,ADI,08:30,23:26
19168,Sabarmati Express,Varanasi Junction,BSB,Ahmedabad Junction,ADI,07:57,18:10
22407,Bsb Anvt G Rath,Varanasi Junction,BSB,Anand Vihar Terminal,ANVT,20:18,20:29
14235,Bsb Be Express,Varanasi Junction,BSB,Bareilly,BE,18:04,20:31
4911,Bsb Cdg Special,Varanasi Junction,BSB,Chandigarh Junction,CDG,12:23,03:08
4505,Bsb Cdg Special,Varanasi Junction,BSB,Chandigarh Junction,CDG,17:44,12:13
4503,Bsb Cdg Special,Varanasi Junction,BSB,Chandigarh Junction,CDG,05:39,09:07
24227,Varuna Express,Varanasi Junction,BSB,Kanpur Central,CNB,18:04,09:30
4931,Bsb Dli Special,Varanasi Junction,BSB,Delhi,DLI,02:36,14:55
4203,Bsb Dli Special,Varanasi Junction,BSB,Delhi,DLI,06:27,21:50
4205,Bsb Dli Special,Varanasi Junction,BSB,Delhi,DLI,04:56,07:10
14213,Bsb Gd Intercity,Varanasi Junction,BSB,Gonda Junction,GD,04:45,17:04
5652,Bsb Ghy Special,Varanasi Junction,BSB,Guwahati,GHY,08:40,22:33
11108,Bundelkhand Express,Varanasi Junction,BSB,Gwalior,GWL,17:58,07:36
12237,Begampura Express,Varanasi Junction,BSB,Jammu Tawi,JAT,08:20,11:31
14865,Marudhar Express,Varanasi Junction,BSB,Jodhpur Junction,JU,08:32,14:23
14853,Marudhar Express,Varanasi Junction,BSB,Jodhpur Junction,JU,05:07,07:49
14863,Marudhar Express,Varanasi Junction,BSB,Jodhpur Junction,JU,22:41,06:54
21108,Bsb Kurj Link E,Varanasi Junction,BSB,Khajuraho,KURJ,04:01,11:16
14219,Bsb Lko Express,Varanasi Junction,BSB,Lucknow Nr,LNJ,03:07,04:04
14203,Bsb Lko Intercity,Varanasi Junction,BSB,Lucknow Nr,LNJ,03:38,09:36
2070,Bsb Ltt Premium,Varanasi Junction,BSB,Lokmanyatilak T,LTT,14:00,07:41
1056,Bsb Ltt Special,Varanasi Junction,BSB,Lokmanyatilak T,LTT,19:38,02:30
12168,Bsb Ltt Superfast Express,Varanasi Junction,BSB,Lokmanyatilak T,LTT,06:25,08:11
12166,Bsb Ltt Superfast Express,Varanasi Junction,BSB,Lokmanyatilak T,LTT,18:19,09:18
11072,Kamayani Express,Varanasi Junction,BSB,Lokmanyatilak T,LTT,08:18,10:40
1030,Bsb Cstm Special,Varanasi Junction,BSB,Mumbai Central,MMCT,02:09,12:20
1028,Bsb Cstm Special,Varanasi Junction,BSB,Mumbai Central,MMCT,03:20,05:57
11094,Mahanagari Express,Varanasi Junction,BSB,Mumbai Central,MMCT,19:40,09:41
1092,Teachers Special,Varanasi Junction,BSB,Mumbai Central,MMCT,22:48,08:41
1076,Teachers Special,Varanasi Junction,BSB,Mumbai Central,MMCT,04:54,19:45
16230,Bsb Mys Express,Varanasi Junction,BSB,Mysore Junction,MYS,19:19,01:54
2682,Bsb Mys Premium,Varanasi Junction,BSB,Mysore Junction,MYS,20:09,16:23
6230,Bsb Mys Special,Varanasi Junction,BSB,Mysore Junction,MYS,07:20,22:00
4433,Bsb Ndls Special,Varanasi Junction,BSB,New Delhi,NDLS,05:58,08:46
14257,K V Express,Varanasi Junction,BSB,New Delhi,NDLS,13:24,06:47
22417,Mahamana Express,Varanasi Junction,BSB,New Delhi,NDLS,08:03,14:45
14227,Varuna Express,Varanasi Junction,BSB,Lucknow Nr,NER,08:51,16:20
19570,Bsb Okha Express,Varanasi Junction,BSB,Okha,OKHA,05:23,14:27
15110,Budhpurnima Express,Varanasi Junction,BSB,Rajgir,RGD,03:56,01:51
14224,Budhpurnima Express,Varanasi Junction,BSB,Rajgir,RGD,12:47,14:48
14260,Bsb Rmm Express,Varanasi Junction,BSB,Rameswaram,RMM,19:14,23:48
14265,Bsb Ddn Express,Varanasi Junction,BSB,Ramnagar,RMR,18:25,15:49
18612,Bsb Rnc Express,Varanasi Junction,BSB,Ranchi,RNC,16:31,21:17
18312,Bsb Sbp Express,Varanasi Junction,BSB,Sambalpur,SBPY,03:07,08:03
13134,Bsb Sdah Express,Varanasi Junction,BSB,Sealdah,SDAH,15:19,21:14
19058,Bsb Udn Express,Varanasi Junction,BSB,Udhna Junction,UDN,02:21,03:21
,,,,,,,
59076,Bsl St Bct Passenger,Bhusaval Junction,BSL,Mumbai Central,MMCT,21:07,07:45
22111,Bsl Ngp Superfast Express,Bhusaval Junction,BSL,Nagpur Junction,NGP,02:21,05:52
12405,Gondwana Express,Bhusaval Junction,BSL,Hazrat Nizamuddin,NZM,02:03,05:06
11025,Bsl Pune Express,Bhusaval Junction,BSL,Pune Junction,PUNE,10:47,15:31
59014,ST Passenger,Bhusaval Junction,BSL,SURAT,ST,18:00,11:50
59078,ST Passenger,Bhusaval Junction,BSL,SURAT,ST,05:21,22:51
,,,,,,,
18237,Chattisgarh Express,Bilaspur Junction,BSP,Amritsar Junction,ASR,04:10,21:28
18243,Bsp Bgkt Express,Bilaspur Junction,BSP,Bhagat Ki Kothi,BGKT,06:34,15:17
8243,Bsp Bgktspecial,Bilaspur Junction,BSP,Bhagat Ki Kothi,BGKT,04:58,08:30
18245,Bsp Bkn Express,Bilaspur Junction,BSP,Bikaner Junction,BKN,20:05,03:01
8245,Bsp Bkn Special,Bilaspur Junction,BSP,Bikaner Junction,BKN,09:33,08:24
18236,Bsp Bpl Passenger,Bilaspur Junction,BSP,Bhopal Junction,BPL,09:54,18:59
58219,Bsp Chrm Passenger,Bilaspur Junction,BSP,Chirmiri,CHRM,22:45,11:59
22815,Bsp Ers S F Express,Bilaspur Junction,BSP,Eranakulam Junction,ERS,09:08,14:02
22940,Bsp Hapa Superfast Express,Bilaspur Junction,BSP,Hapa,HAPA,04:44,12:33
9536,Bsp Hapa Special,Bilaspur Junction,BSP,Hapa,HAPA,18:44,14:05
18234,Narmada Express Passenger,Bilaspur Junction,BSP,Indore Junction Bg,INDB,15:12,12:39
1754,Bsp Jbp Special,Bilaspur Junction,BSP,Jabalpur,JBP,05:27,05:29
1756,Bsp Jbp Special,Bilaspur Junction,BSP,Jabalpur,JBP,21:20,15:27
12851,Bsp Mas Express,Bilaspur Junction,BSP,Chennai Central,MAS,19:05,08:33
12441,Bsp Ndls Raj Express,Bilaspur Junction,BSP,New Delhi,NDLS,23:29,08:21
12855,Nagpur Junction Intercity,Bilaspur Junction,BSP,Nagpur Junction,NGP,05:01,02:01
22843,Bsp Pnbe Express,Bilaspur Junction,BSP,Patna Junction,PNBE,11:38,03:47
12849,Bsp Pune Superfast Express,Bilaspur Junction,BSP,Pune Junction,PUNE,10:07,04:57
58229,Bsp Rewa Fst Pg,Bilaspur Junction,BSP,Rewa,REWA,03:19,09:37
58114,Bsp Tata Passenger,Bilaspur Junction,BSP,Tatanagar Junction,TATA,13:45,12:20
22619,Bsp Ten Express,Bilaspur Junction,BSP,Tirunelveli Junction,TEN,01:43,23:35
17481,Bsp Tpty Express,Bilaspur Junction,BSP,Tirupati,TPTY,09:17,00:19
,,,,,,,
4974,Bti Bme Special,Bhatinda Junction,BTI,Barmer,BME,02:09,09:11
14520,Kisan Express,Bhatinda Junction,BTI,Delhi,DLI,13:05,06:20
14501,Bti Jat Express,Bhatinda Junction,BTI,Jammu Tawi,JAT,10:05,16:38
19225,Bti Jat Express,Bhatinda Junction,BTI,Jammu Tawi,JAT,07:50,07:23
54701,Bti Lgh Passenger,Bhatinda Junction,BTI,Lalgarh Junction,LGH,09:33,09:25
12048,Bti Ndls Shatabdi,Bhatinda Junction,BTI,New Delhi,NDLS,08:44,22:32
,,,,,,,
12941,Bvc Asansol Express,Bhavnagar Trmus,BVC,Asansol Junction,ASN,16:08,20:11
12972,Bvc Bdts Express,Bhavnagar Trmus,BVC,Bandra Terminus,BDTS,17:29,13:55
19204,Bvc Bdts Express,Bhavnagar Trmus,BVC,Bandra Terminus,BDTS,08:32,05:16
9232,Bvc Bdts Special,Bhavnagar Trmus,BVC,Bandra Terminus,BDTS,16:09,06:50
17203,Bvc KakREWAda Express,Bhavnagar Trmus,BVC,Kakrewada Town,CCT,01:02,19:20
59272,Bvc Dee Link Express,Bhavnagar Trmus,BVC,Delhi S Rohilla,DEE,11:22,07:11
19260,Bvc Kcvl Express,Bhavnagar Trmus,BVC,Kochuveli,KCVL,07:34,21:09
59207,Bvc Okha Passenger,Bhavnagar Trmus,BVC,Okha,OKHA,01:28,17:33
,,,,,,,
2714,Bza Adi Superfast Special,Vijayawada Junction,BZA,Ahmedabad Junction,ADI,06:50,11:10
12078,Jan Shatabdi,Vijayawada Junction,BZA,Chennai Central,MAS,19:36,16:12
12711,PREWAkini Express,Vijayawada Junction,BZA,Chennai Central,MAS,04:40,17:49
7213,Bza Qln Special,Vijayawada Junction,BZA,Kollam Junction,QLN,04:44,18:49
7219,Bza Qln Special,Vijayawada Junction,BZA,Kollam Junction,QLN,03:21,15:32
56504,Bza Bnc Passenger,Vijayawada Junction,BZA,Bangalore Cy Junction,SBC,18:38,10:07
7207,Bza Sc Special,Vijayawada Junction,BZA,Secunderabad Junction,SC,15:06,01:22
7209,Bza Sc Special,Vijayawada Junction,BZA,Secunderabad Junction,SC,20:18,19:43
12713,Satavahana Express,Vijayawada Junction,BZA,Secunderabad Junction,SC,12:28,06:55
12795,Sc Intercity,Vijayawada Junction,BZA,Secunderabad Junction,SC,15:25,18:28
17208,Bza Snsi Express,Vijayawada Junction,BZA,Sarewagar Shirdi,SNSI,03:58,13:13
56501,Hubli Passenger,Vijayawada Junction,BZA,SSS Hubballi Junction,UBL,17:54,10:02
17225,Amaravathi Express,Vijayawada Junction,BZA,SSS Hubballi Junction,ULB,02:19,22:59
12718,Ratnachal Express,Vijayawada Junction,BZA,Vishakapatnam,VSKP,12:33,23:04
,,,,,,,
16308,Alleppey Express,Kannur,CAN,Alleppey,ALLP,18:27,15:52
16314,Ernakulam Express,Kannur,CAN,Eranakulam Junction,ERS,21:07,15:03
16306,Ernakulam Express,Kannur,CAN,Eranakulam Junction,ERS,00:32,17:57
